,id,url,landmark_id,category_name,name,lat,lon,city,state,country,image_path
2866709,01d7fdb6bdb42dc6,https://upload.wikimedia.org/wikipedia/commons/4/42/Enlight2.jpg,172998,Category:Black_Mountain_Tower,Black Mountain Tower,-35.27558611,149.09781667,Canberra,,Australia,data/train/images/0/1/d/01d7fdb6bdb42dc6.jpg
2881106,00ded2eadee163f5,https://upload.wikimedia.org/wikipedia/commons/6/61/Kosciuszko_National_Park_NSW_2627%2C_Australia_-_panoramio_%28389%29.jpg,73064,Category:Kosciuszko_National_Park,Intake Tower,-35.99833333,148.3344444,,New South Wales,Australia,data/train/images/0/0/d/00ded2eadee163f5.jpg
2885100,01c74a6acdec51d8,https://upload.wikimedia.org/wikipedia/commons/b/bc/Eureka_Tower_%28Melbourne%29_%2810900636904%29.jpg,167099,Category:Eureka_Tower,Eureka Tower,-37.82166667,144.96444444,Melbourne,Victoria,Australia,data/train/images/0/1/c/01c74a6acdec51d8.jpg
2900130,02a3e0299748f376,https://upload.wikimedia.org/wikipedia/commons/6/62/Takiroa_Rock_Formations_3_%2831396218856%29.jpg,203000,Category:Taiaroa_Head,Port Otago Signal Station,-45.7748,170.728,,Otago,New Zealand,data/train/images/0/2/a/02a3e0299748f376.jpg
2945378,0112bf4fdc6f9042,https://upload.wikimedia.org/wikipedia/commons/d/d8/Grampians_National_Park_%2837822272981%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/1/1/0112bf4fdc6f9042.jpg
2960078,01edff4b32944a56,https://upload.wikimedia.org/wikipedia/commons/9/93/Pudding_Island%2C_Otago_Harbour%2C_NZ.jpg,185662,Category:Otago_Harbour,Portobello,-45.81666667,170.65,,Otago,New Zealand,data/train/images/0/1/e/01edff4b32944a56.jpg
2984051,02e1d52b58495410,http://upload.wikimedia.org/wikipedia/commons/b/b6/OIC_kalbarri_NP_z_bend_2.jpg,22877,Category:Kalbarri_National_Park,Kalbarri National Park,-27.7847,114.246,,Western Australia,Australia,data/train/images/0/2/e/02e1d52b58495410.jpg
2984217,02dec69d6a8caac6,http://upload.wikimedia.org/wikipedia/commons/1/16/WA_Police_TRG_boat.jpg,143736,"Category:Narrows_Bridge,_Perth",Narrows Bridge,-31.96333333,115.84694444,Perth,Western Australia,Australia,data/train/images/0/2/d/02dec69d6a8caac6.jpg
2986513,00956abae747b73f,https://upload.wikimedia.org/wikipedia/commons/e/ed/CSIRO_ScienceImage_4049_Tree_branches_along_the_edge_of_the_Burdekin_River_near_Charters_Towers_QLD.jpg,323,Category:Burdekin_River,Rita Island,-19.65,147.5,,Queensland,Australia,data/train/images/0/0/9/00956abae747b73f.jpg
3014464,00ae9b8625ef42c5,https://upload.wikimedia.org/wikipedia/commons/0/0f/UlararaCounty1map.png,148806,Category:Uluru-Kata_Tjuta_National_Park,Petermann,-25.322076,130.985732,,,Australia,data/train/images/0/0/a/00ae9b8625ef42c5.jpg
3062105,001b5c6af1155a57,https://upload.wikimedia.org/wikipedia/commons/e/e2/City_Logo_%2826609271811%29.jpg,140361,Category:Wellington_Botanic_Garden,Discovery Garden,-41.2829,174.766,Wellington,Wellington,New Zealand,data/train/images/0/0/1/001b5c6af1155a57.jpg
3087350,02c7206b95bb0b78,https://upload.wikimedia.org/wikipedia/commons/d/d6/Melbourne-GJ5.jpg,183119,Category:Freshwater_Place,The Meat and Wine Co.,-37.8215,144.962,Melbourne,Victoria,Australia,data/train/images/0/2/c/02c7206b95bb0b78.jpg
3089610,00b4242e49d1c445,https://upload.wikimedia.org/wikipedia/commons/6/6c/NZ_Bellbird%2C_feeding_01.jpg,119525,Category:Karori_Wildlife_Sanctuary,,-41.294375,174.750025,Wellington,Wellington,New Zealand,data/train/images/0/0/b/00b4242e49d1c445.jpg
3090393,015716a4923440b1,https://upload.wikimedia.org/wikipedia/commons/d/de/Egmont_National_Park%2C_December_2015%2C_New_Zealand_%2812%29.JPG,150865,Category:Egmont_National_Park,Ahukawakawa Track,-39.26666667,174.1,,Taranaki,New Zealand,data/train/images/0/1/5/015716a4923440b1.jpg
3108478,0268bee60b099a7b,https://upload.wikimedia.org/wikipedia/commons/0/00/Ostriches_at_Canberra_Zoo%2C_May_2017.jpg,29541,Category:National_Zoo_&_Aquarium,National Zoo and Aquarium,-35.3006,149.069,District of Molonglo Valley,,Australia,data/train/images/0/2/6/0268bee60b099a7b.jpg
3127544,0085dbeab36540ba,https://upload.wikimedia.org/wikipedia/commons/9/95/Lake_Tekapo_13.jpg,38984,Category:Lake_Tekapo,Mackenzie District,-43.9,170.525,,Canterbury,New Zealand,data/train/images/0/0/8/0085dbeab36540ba.jpg
3167144,001ee869878d6253,https://upload.wikimedia.org/wikipedia/commons/a/a7/Fishing_boat_Otago_Habour.jpg,185662,Category:Otago_Harbour,Portobello,-45.81666667,170.65,,Otago,New Zealand,data/train/images/0/0/1/001ee869878d6253.jpg
3173207,004c23619f049dd9,https://upload.wikimedia.org/wikipedia/commons/e/ef/Royal_National_Park_-_panoramio_%2810%29.jpg,177194,Category:Royal_National_Park,Karani Trail,-34.13166667,151.0511111,,New South Wales,Australia,data/train/images/0/0/4/004c23619f049dd9.jpg
3186376,014fda9d67bffe07,https://upload.wikimedia.org/wikipedia/commons/2/22/Fauna_de_Australia26.JPG,131293,Category:Sydney_Aquarium,SEA LIFE Sydney Aquarium,-33.8694,151.202,Sydney,New South Wales,Australia,data/train/images/0/1/4/014fda9d67bffe07.jpg
3232803,025dfac3731e43d3,https://upload.wikimedia.org/wikipedia/commons/4/4d/Lady_Woodward_Sydney_Ferry_model_%286794301920%29.jpg,157922,Category:Powerhouse_Museum,Powerhouse Museum,-33.87861111,151.19944444,Sydney,New South Wales,Australia,data/train/images/0/2/5/025dfac3731e43d3.jpg
3259653,01f2e19442fc222d,https://upload.wikimedia.org/wikipedia/commons/d/d4/Gibberagong_Trail_-_panoramio_%2815%29.jpg,37463,Category:Ku-ring-gai_Chase_National_Park,Cowan Drive,-33.615,151.2011111,Sydney,New South Wales,Australia,data/train/images/0/1/f/01f2e19442fc222d.jpg
3264155,0020ab5407ffb0fb,https://upload.wikimedia.org/wikipedia/commons/d/d6/Beautiful_View_of_Ruapehu_Mount_New_Zealand_-_panoramio.jpg,31601,Category:Mount_Ruapehu,Ruapehu District,-39.28166667,175.56861111,,Manawatū-Whanganui,New Zealand,data/train/images/0/0/2/0020ab5407ffb0fb.jpg
3302286,0307f4ef874e624d,https://upload.wikimedia.org/wikipedia/commons/8/8d/Termite_Magnetic_DSC03613.jpg,195468,Category:Litchfield_National_Park,Litchfield Park,-13.0547,130.905,,,Australia,data/train/images/0/3/0/0307f4ef874e624d.jpg
3307701,0032ede9be8cd58e,https://upload.wikimedia.org/wikipedia/commons/7/71/Auckland_Harbour_Bridge_Extentsions_%281969%29_%2829045264036%29.jpg,182332,Category:Auckland_Harbour_Bridge,Auckland Harbour Bridge,-36.82944444,174.74638889,Kaipātiki,Auckland,New Zealand,data/train/images/0/0/3/0032ede9be8cd58e.jpg
3313154,0167b35f24f71010,https://upload.wikimedia.org/wikipedia/commons/9/9a/Hugh_llewelyn_Xa_1402_%285681427614%29.jpg,7881,Category:Western_Australian_Rail_Transport_Museum,Railway Museum,-31.9097,115.939,,Western Australia,Australia,data/train/images/0/1/6/0167b35f24f71010.jpg
3313502,004599a9cd50f29f,https://upload.wikimedia.org/wikipedia/commons/f/f2/Dunedin_-_Baldwin_Street_%28870339794%29.jpg,184829,"Category:Baldwin_Street,_Dunedin",,-45.84944444,170.53472222,Dunedin,Otago,New Zealand,data/train/images/0/0/4/004599a9cd50f29f.jpg
3316064,02d8c55a66a3dd8f,https://upload.wikimedia.org/wikipedia/commons/f/f9/Cape_Otway_Lighthouse_%286436260449%29.jpg,100764,Category:Cape_Otway_Lighthouse,,-38.85722222,143.51166667,,Victoria,Australia,data/train/images/0/2/d/02d8c55a66a3dd8f.jpg
3323390,001a1a7963fa80cf,https://upload.wikimedia.org/wikipedia/commons/f/fd/Bassendean_rail_museum_gnangarra_13.jpg,7881,Category:Western_Australian_Rail_Transport_Museum,Railway Museum,-31.9097,115.939,,Western Australia,Australia,data/train/images/0/0/1/001a1a7963fa80cf.jpg
3376426,0004e7fc779c5e94,https://upload.wikimedia.org/wikipedia/commons/2/2f/Taipan_Wall_%2837519062581%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/0/0/0004e7fc779c5e94.jpg
3379259,0183d252bef1fab5,http://upload.wikimedia.org/wikipedia/commons/9/94/Grosvenor_Chambers_Melbourne.jpg,25117,"Category:Collins_Street,_Melbourne",Optus Centre,-37.8168,144.9622,Melbourne,Victoria,Australia,data/train/images/0/1/8/0183d252bef1fab5.jpg
3386165,013ffd503e482e61,https://upload.wikimedia.org/wikipedia/commons/6/65/%281%29Andrea_Stretton_Centennial_Park.jpg,147120,"Category:Centennial_Park,_Sydney",Grand Drive,-33.9,151.23333333,Sydney,New South Wales,Australia,data/train/images/0/1/3/013ffd503e482e61.jpg
3405637,01f599fcd11cefaa,https://upload.wikimedia.org/wikipedia/commons/b/b9/Sydney_Opera_House_-_panoramio_%289%29.jpg,55350,Category:Sydney_Opera_House,Sydney Opera House,-33.857058,151.214897,Sydney,New South Wales,Australia,data/train/images/0/1/f/01f599fcd11cefaa.jpg
3406433,01fc85560cfc4b16,https://upload.wikimedia.org/wikipedia/commons/1/10/%22Golden_Water_Mouth%22_%281999%29_by_Lin_Li.jpg,181290,"Category:Chinatown,_Sydney",,-33.87878056,151.20408056,Sydney,New South Wales,Australia,data/train/images/0/1/f/01fc85560cfc4b16.jpg
3429209,029e1ef3cdf46063,https://upload.wikimedia.org/wikipedia/commons/b/bc/Oneroa_Beach%2C_Waiheke_Island.jpg,81069,Category:Waiheke_Island,Awaroa Organic Winery,-36.8,175.1,Waiheke,Auckland,New Zealand,data/train/images/0/2/9/029e1ef3cdf46063.jpg
3437020,00ab873d9f7a12b6,https://upload.wikimedia.org/wikipedia/commons/e/e5/Royal_National_Park_Coast_Track_-_panoramio_%284%29.jpg,177194,Category:Royal_National_Park,Karani Trail,-34.13166667,151.0511111,,New South Wales,Australia,data/train/images/0/0/a/00ab873d9f7a12b6.jpg
3444229,001d5bf687458c97,https://upload.wikimedia.org/wikipedia/commons/e/e3/Tablelands_Milla_Milla_Falls-05_%285573371819%29.jpg,197827,Category:Millaa_Millaa_Falls,,-17.49555556,145.61,Millaa Millaa,Queensland,Australia,data/train/images/0/0/1/001d5bf687458c97.jpg
3452296,01f0c0d7680f594c,https://upload.wikimedia.org/wikipedia/commons/a/a5/View_into_the_Hunter_Valley_-_Barrington_Tops_National_Park.jpg,165304,Category:Barrington_Tops_National_Park,Barrington Tops,-32.04833333,151.5011111,,New South Wales,Australia,data/train/images/0/1/f/01f0c0d7680f594c.jpg
3458362,01a9ff50366093b2,https://upload.wikimedia.org/wikipedia/commons/a/a3/Asali_gnangarra_160915-112.jpg,183340,Category:Monarto_Zoo,,-35.1021,139.142,,South Australia,Australia,data/train/images/0/1/a/01a9ff50366093b2.jpg
3467283,00d3f98dba493243,https://upload.wikimedia.org/wikipedia/commons/b/b4/%281%29Sydney_Cricket_Ground-3aa.jpg,181626,Category:Sydney_Cricket_Ground,Sydney Cricket Ground,-33.89166667,151.22472222,Sydney,New South Wales,Australia,data/train/images/0/0/d/00d3f98dba493243.jpg
3495115,02015ad9b733a6c9,https://upload.wikimedia.org/wikipedia/commons/b/b7/%281%29Sydney_from_Centennial_Park.jpg,147120,"Category:Centennial_Park,_Sydney",Grand Drive,-33.9,151.23333333,Sydney,New South Wales,Australia,data/train/images/0/2/0/02015ad9b733a6c9.jpg
3521840,0231fceaf227734e,http://upload.wikimedia.org/wikipedia/commons/8/84/Syd%2C_the_bridge_and_harbour.jpg,94310,Category:Sydney_Harbour_Bridge,Sydney Harbour Bridge,-33.852232,151.210684,Sydney,New South Wales,Australia,data/train/images/0/2/3/0231fceaf227734e.jpg
3536034,00b0b2525765de01,https://upload.wikimedia.org/wikipedia/commons/f/f6/Meelbourne_scraper.jpg,101233,Category:120_Collins_Street,,-37.81383333,144.9695,Melbourne,Victoria,Australia,data/train/images/0/0/b/00b0b2525765de01.jpg
3564977,02d597906e53aa75,https://upload.wikimedia.org/wikipedia/commons/5/59/Achyra_affinitalis_%2832517938052%29.jpg,174812,Category:Wyperfeld_National_Park,Millers Track,-35.3892,141.877,,Victoria,Australia,data/train/images/0/2/d/02d597906e53aa75.jpg
3588894,0118390099d51a62,https://upload.wikimedia.org/wikipedia/commons/b/b2/Clarke_Park_%286088894550%29.jpg,94310,Category:Sydney_Harbour_Bridge,Sydney Harbour Bridge,-33.852232,151.210684,Sydney,New South Wales,Australia,data/train/images/0/1/1/0118390099d51a62.jpg
3622034,01599e627638b3d3,https://upload.wikimedia.org/wikipedia/commons/a/a2/Granite_Bay_Rocks.jpg,182417,Category:Noosa_National_Park,Tanglewood Track,-26.38444444,153.11277778,Noosa Heads,Queensland,Australia,data/train/images/0/1/5/01599e627638b3d3.jpg
3641238,02080c53311c4484,https://upload.wikimedia.org/wikipedia/commons/b/bb/Tongariro_from_the_air.jpg,141045,Category:Mount_Tongariro,Mount Tongariro Summit Route,-39.12972222,175.63583333,,Waikato,New Zealand,data/train/images/0/2/0/02080c53311c4484.jpg
3679384,00067b878ca9cf58,https://upload.wikimedia.org/wikipedia/commons/4/4e/Christchurch_Cathedral.jpg,154306,"Category:ChristChurch_Cathedral,_Christchurch",ChristChurch Cathedral Columbarium,-43.531,172.637,Christchurch,Canterbury,New Zealand,data/train/images/0/0/0/00067b878ca9cf58.jpg
3687870,01c60164563c32bc,https://upload.wikimedia.org/wikipedia/commons/0/0b/Wellington_Cable_Car_07.JPG,100738,Category:Wellington_Cable_Car,Wellington Botanic Garden,-41.28527778,174.7675,Wellington,Wellington,New Zealand,data/train/images/0/1/c/01c60164563c32bc.jpg
3702965,023d195604e44cce,https://upload.wikimedia.org/wikipedia/commons/0/05/Drosera16294691399_e2e53b35cd_o.jpg,110975,Category:Barren_Grounds_Nature_Reserve,Griffiths Trail,-34.6833,150.717,,New South Wales,Australia,data/train/images/0/2/3/023d195604e44cce.jpg
3735766,00cf894f996ee59e,https://upload.wikimedia.org/wikipedia/commons/f/fa/PyrmontBridgeSydney6_gobeirne.jpg,6010,"Category:Pyrmont_Bridge,_Sydney",Pyrmont Bridge,-33.8706,151.201,Sydney,New South Wales,Australia,data/train/images/0/0/c/00cf894f996ee59e.jpg
3740142,0294b42d20e5d329,https://upload.wikimedia.org/wikipedia/commons/a/a3/After_Game_Kick_and_Catch_%2813750115664%29.jpg,166222,Category:Adelaide_Oval,,-34.91555556,138.59611111,Adelaide,South Australia,Australia,data/train/images/0/2/9/0294b42d20e5d329.jpg
3740224,00a96b03e44cbfd1,https://upload.wikimedia.org/wikipedia/commons/2/28/2013-03-06_Daldinia_dennisii_Wollw.%2C_J.A._Simpson_%26_M._Stadler_%282004%29_314334.jpg,81069,Category:Waiheke_Island,Awaroa Organic Winery,-36.8,175.1,Waiheke,Auckland,New Zealand,data/train/images/0/0/a/00a96b03e44cbfd1.jpg
3784452,02fbe2d2d341cbe2,https://upload.wikimedia.org/wikipedia/commons/8/89/Crown_Casino_complex_at_South_Bank_of_the_Yarra_River.jpg,135030,Category:Rialto_Towers,,-37.81888889,144.95833333,Melbourne,Victoria,Australia,data/train/images/0/2/f/02fbe2d2d341cbe2.jpg
3811434,00e909272dc4e253,https://upload.wikimedia.org/wikipedia/commons/6/68/Berry_Hotel_001.JPG,57668,"Category:Berry,_New_South_Wales",,-34.78166667,150.7011111,Berry,New South Wales,Australia,data/train/images/0/0/e/00e909272dc4e253.jpg
3823965,02619a6f949b48f3,https://upload.wikimedia.org/wikipedia/commons/b/be/ER_%22ABA%22_Composite_No.ABA14_%287528286750%29.jpg,7881,Category:Western_Australian_Rail_Transport_Museum,Railway Museum,-31.9097,115.939,,Western Australia,Australia,data/train/images/0/2/6/02619a6f949b48f3.jpg
3842833,004f4dd830618ce4,https://upload.wikimedia.org/wikipedia/commons/9/90/Kangaroo_Island-kangaroo.jpg,104138,Category:Flinders_Chase_National_Park,Flinders Chase,-35.9772,136.673,,South Australia,Australia,data/train/images/0/0/4/004f4dd830618ce4.jpg
3847602,01ae3d94b50b89c5,https://upload.wikimedia.org/wikipedia/commons/8/83/Gough_Whitlam_bust.jpg,52184,Category:Prime_Minister's_Avenue,Olympic Rowing Course,-37.54805556,143.83833333,Ballarat,Victoria,Australia,data/train/images/0/1/a/01ae3d94b50b89c5.jpg
3868584,016f12fd3e2b8948,https://upload.wikimedia.org/wikipedia/commons/a/a8/Sydney_Observatory_-_Sydney%2C_NSW_%287889941256%29.jpg,58573,Category:Sydney_Observatory,Sydney Observatory,-33.859559,151.204583,Sydney,New South Wales,Australia,data/train/images/0/1/6/016f12fd3e2b8948.jpg
3890696,01c895248651672a,https://upload.wikimedia.org/wikipedia/commons/d/d1/Milford_Sound_6_%2831623135356%29.jpg,50915,Category:Milford_Sound,Southland,-44.61666667,167.86666667,,Southland,New Zealand,data/train/images/0/1/c/01c895248651672a.jpg
3892935,017c8911487d0b07,https://upload.wikimedia.org/wikipedia/commons/d/d6/Botanical_gardens_main_entrance.jpg,170943,"Category:Royal_Botanic_Gardens,_Melbourne",Royal Botanic Gardens,-37.83036,144.97961,Melbourne,Victoria,Australia,data/train/images/0/1/7/017c8911487d0b07.jpg
3909595,007fcceda75fdef5,https://upload.wikimedia.org/wikipedia/commons/0/00/WAGR_%22AN%22_Vice_Regal_Car_NO.AN413_%287528253406%29.jpg,7881,Category:Western_Australian_Rail_Transport_Museum,Railway Museum,-31.9097,115.939,,Western Australia,Australia,data/train/images/0/0/7/007fcceda75fdef5.jpg
3953663,01f7b0c7678dedf7,http://upload.wikimedia.org/wikipedia/commons/6/67/Western_Front_Gallery_at_the_Australian_War_Memorial_%28MG_9512%29.jpg,126465,Category:Australian_War_Memorial,Australian War Memorial,-35.280815,149.148707,Canberra,,Australia,data/train/images/0/1/f/01f7b0c7678dedf7.jpg
3958384,01ea7dc4bf00773d,https://upload.wikimedia.org/wikipedia/commons/6/6a/National_Gallery_of_Victoria_Level_3_Contemporary_Art_%26_Design_2017.jpg,78216,Category:National_Gallery_of_Victoria,,-37.8225,144.96888889,Melbourne,Victoria,Australia,data/train/images/0/1/e/01ea7dc4bf00773d.jpg
3958895,0002920d04bc04b1,http://upload.wikimedia.org/wikipedia/commons/d/d4/Brisbane_Riverside_Expressway.jpg,196031,Category:Brisbane_River,,-27.4,153.15,,Queensland,Australia,data/train/images/0/0/0/0002920d04bc04b1.jpg
3970461,002770780fbf1971,https://upload.wikimedia.org/wikipedia/commons/7/74/BasaltDykes_LordHoweIsland_7June2011.jpg,17949,Category:Lord_Howe_Island,Smoking Tree Ridge Road,-31.55,159.08333333,Lord Howe Island,New South Wales,Australia,data/train/images/0/0/2/002770780fbf1971.jpg
4002291,00f9cf8c15a40b28,https://upload.wikimedia.org/wikipedia/commons/5/5c/Parliament_House_Of_Victoria_%2841838386%29.jpeg,200572,"Category:Spring_Street,_Melbourne",Windsor Hotel,-37.8119,144.973,Melbourne,Victoria,Australia,data/train/images/0/0/f/00f9cf8c15a40b28.jpg
4008425,012f96cd5736c27c,https://upload.wikimedia.org/wikipedia/commons/5/58/Frazier_Island_-_The_giant_ferns_2_%284096762113%29.jpg,127687,Category:Fraser_Island,The Declivity,-25.24,153.15,,Queensland,Australia,data/train/images/0/1/2/012f96cd5736c27c.jpg
4014464,00352f40b6c789be,https://upload.wikimedia.org/wikipedia/commons/0/0a/Royal_Exhibition_Building_11.JPG,189609,Category:Royal_Exhibition_Building,Royal Exhibition Building,-37.80472222,144.97138889,Melbourne,Victoria,Australia,data/train/images/0/0/3/00352f40b6c789be.jpg
4026650,02a72df96f5ee6f5,https://upload.wikimedia.org/wikipedia/commons/6/61/Gardenology.org-IMG_8281_rbgc10dec.jpg,184275,"Category:Royal_Botanic_Gardens,_Cranbourne",Stringybark Drive,-38.129,145.282,Melbourne,Victoria,Australia,data/train/images/0/2/a/02a72df96f5ee6f5.jpg
4036763,010c136d71bf2b02,https://upload.wikimedia.org/wikipedia/commons/9/9e/Trawler_at_Darwins_Stokes_Hill_Wharf_in_1978_%284673047561%29.jpg,68910,Category:Stokes_Hill_Wharf,Stokes Hill Wharf,-12.4704,130.8492,,,Australia,data/train/images/0/1/0/010c136d71bf2b02.jpg
4042116,021d3712a189f38a,http://upload.wikimedia.org/wikipedia/commons/3/31/Coastal-cliffs_Tasman-peninsula.jpg,140673,Category:Tasman_Peninsula,Arthur Highway,-43.08,147.86,Tasman,Tasmania,Australia,data/train/images/0/2/1/021d3712a189f38a.jpg
4050955,02791ea994f3e157,https://upload.wikimedia.org/wikipedia/commons/a/aa/LHD_4_USS_Boxer_at_Darwin%27s_Stokes_Hill_Wharf_in_August_1997_%2822%29.jpg,68910,Category:Stokes_Hill_Wharf,Stokes Hill Wharf,-12.4704,130.8492,,,Australia,data/train/images/0/2/7/02791ea994f3e157.jpg
4051087,01e0a6b40d928676,https://upload.wikimedia.org/wikipedia/commons/6/65/Clouds_at_Sunrise_%2814383360423%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/1/e/01e0a6b40d928676.jpg
4065235,02bb2a76ba52521d,https://upload.wikimedia.org/wikipedia/commons/d/d5/2013NZ19.JPG,50915,Category:Milford_Sound,Southland,-44.61666667,167.86666667,,Southland,New Zealand,data/train/images/0/2/b/02bb2a76ba52521d.jpg
4102165,02c215458bd05536,https://upload.wikimedia.org/wikipedia/commons/1/1a/Lord_Howe_Island_Cycling_past_Lovers_Cove.JPG,17949,Category:Lord_Howe_Island,Smoking Tree Ridge Road,-31.55,159.08333333,Lord Howe Island,New South Wales,Australia,data/train/images/0/2/c/02c215458bd05536.jpg
4103062,00ece521d7f90f53,https://upload.wikimedia.org/wikipedia/commons/6/69/Fire_damaged_house_on_the_NSW_side_of_the_Murray_River%2C_viewed_from_Gateway_Island.jpg,98896,Category:Murray_River,Indi Springs,-36.7961,148.1944,,New South Wales,Australia,data/train/images/0/0/e/00ece521d7f90f53.jpg
4131698,00de9755a042c271,https://upload.wikimedia.org/wikipedia/commons/d/dd/Kosciuszko_National_Park_NSW_2627%2C_Australia_-_panoramio_%28241%29.jpg,73064,Category:Kosciuszko_National_Park,Intake Tower,-35.99833333,148.3344444,,New South Wales,Australia,data/train/images/0/0/d/00de9755a042c271.jpg
4132669,02bcf1355ca1f52d,https://upload.wikimedia.org/wikipedia/commons/e/e8/The_Chasm_at_Fiordland_National_Park_%284687737831%29.jpg,120041,Category:Fiordland_National_Park,,-45.4167,167.717,Fiordland Community,Southland,New Zealand,data/train/images/0/2/b/02bcf1355ca1f52d.jpg
